GEOID,GEOID_2,Block Group,Tract,County,Total Population,Millennial Population,Pct,Year
080130134021,15000US080130134021,Block Group 1, Census Tract 134.02, Boulder County,1213,333,0.274525969,2013
080130134022,15000US080130134022,Block Group 2, Census Tract 134.02, Boulder County,939,228,0.242811502,2013
080130134023,15000US080130134023,Block Group 3, Census Tract 134.02, Boulder County,2749,517,0.188068389,2013
080130134024,15000US080130134024,Block Group 4, Census Tract 134.02, Boulder County,549,20,0.036429872,2013
080130134025,15000US080130134025,Block Group 5, Census Tract 134.02, Boulder County,2203,717,0.325465275,2013
080130135031,15000US080130135031,Block Group 1, Census Tract 135.03, Boulder County,854,265,0.31030445,2013
080130135032,15000US080130135032,Block Group 2, Census Tract 135.03, Boulder County,1547,396,0.255979315,2013
080130135033,15000US080130135033,Block Group 3, Census Tract 135.03, Boulder County,2141,630,0.294255021,2013
080130135034,15000US080130135034,Block Group 4, Census Tract 135.03, Boulder County,1171,367,0.313407344,2013
080130135051,15000US080130135051,Block Group 1, Census Tract 135.05, Boulder County,1208,236,0.195364238,2013
080130135052,15000US080130135052,Block Group 2, Census Tract 135.05, Boulder County,1852,625,0.337473002,2013
080130135053,15000US080130135053,Block Group 3, Census Tract 135.05, Boulder County,1898,444,0.233930453,2013
080130135061,15000US080130135061,Block Group 1, Census Tract 135.06, Boulder County,4225,823,0.194792899,2013
080130135071,15000US080130135071,Block Group 1, Census Tract 135.07, Boulder County,1657,465,0.28062764,2013
080130135072,15000US080130135072,Block Group 2, Census Tract 135.07, Boulder County,1590,291,0.183018868,2013
080130135081,15000US080130135081,Block Group 1, Census Tract 135.08, Boulder County,3079,425,0.138031829,2013
080130135082,15000US080130135082,Block Group 2, Census Tract 135.08, Boulder County,2025,433,0.21382716,2013
080130135083,15000US080130135083,Block Group 3, Census Tract 135.08, Boulder County,1813,129,0.071152785,2013
080130136011,15000US080130136011,Block Group 1, Census Tract 136.01, Boulder County,1565,114,0.07284345,2013
080130136012,15000US080130136012,Block Group 2, Census Tract 136.01, Boulder County,1740,388,0.222988506,2013
080130136013,15000US080130136013,Block Group 3, Census Tract 136.01, Boulder County,857,180,0.210035006,2013
080130136021,15000US080130136021,Block Group 1, Census Tract 136.02, Boulder County,465,6,0.012903226,2013
080130136022,15000US080130136022,Block Group 2, Census Tract 136.02, Boulder County,475,83,0.174736842,2013
080130137011,15000US080130137011,Block Group 1, Census Tract 137.01, Boulder County,3347,369,0.110247983,2013
080130137012,15000US080130137012,Block Group 2, Census Tract 137.01, Boulder County,988,284,0.287449393,2013
080130137013,15000US080130137013,Block Group 3, Census Tract 137.01, Boulder County,777,109,0.14028314,2013
080130137014,15000US080130137014,Block Group 4, Census Tract 137.01, Boulder County,1504,126,0.083776596,2013
080130137021,15000US080130137021,Block Group 1, Census Tract 137.02, Boulder County,842,95,0.112826603,2013
080130137022,15000US080130137022,Block Group 2, Census Tract 137.02, Boulder County,1649,282,0.171012735,2013
080130137023,15000US080130137023,Block Group 3, Census Tract 137.02, Boulder County,567,0,0,2013
080130137024,15000US080130137024,Block Group 4, Census Tract 137.02, Boulder County,843,78,0.09252669,2013
080130137025,15000US080130137025,Block Group 5, Census Tract 137.02, Boulder County,862,150,0.174013921,2013
080130137026,15000US080130137026,Block Group 6, Census Tract 137.02, Boulder County,783,204,0.260536398,2013
080130137027,15000US080130137027,Block Group 7, Census Tract 137.02, Boulder County,217,0,0,2013
080130606001,15000US080130606001,Block Group 1, Census Tract 606, Boulder County,1398,371,0.265379113,2013
080130606002,15000US080130606002,Block Group 2, Census Tract 606, Boulder County,2233,585,0.2619794,2013
080130606003,15000US080130606003,Block Group 3, Census Tract 606, Boulder County,1903,1136,0.596952181,2013
080130607001,15000US080130607001,Block Group 1, Census Tract 607, Boulder County,539,106,0.196660482,2013
080130607002,15000US080130607002,Block Group 2, Census Tract 607, Boulder County,1164,146,0.125429553,2013
080130607003,15000US080130607003,Block Group 3, Census Tract 607, Boulder County,1411,304,0.215450035,2013
080130608001,15000US080130608001,Block Group 1, Census Tract 608, Boulder County,70,11,0.157142857,2013
080130608002,15000US080130608002,Block Group 2, Census Tract 608, Boulder County,570,103,0.180701754,2013
080130608003,15000US080130608003,Block Group 3, Census Tract 608, Boulder County,1284,399,0.310747664,2013
080130608004,15000US080130608004,Block Group 4, Census Tract 608, Boulder County,829,269,0.324487334,2013
080130608005,15000US080130608005,Block Group 5, Census Tract 608, Boulder County,3239,1111,0.343007101,2013
080130609001,15000US080130609001,Block Group 1, Census Tract 609, Boulder County,2462,715,0.290414297,2013
080130609002,15000US080130609002,Block Group 2, Census Tract 609, Boulder County,1696,275,0.162146226,2013
080130613001,15000US080130613001,Block Group 1, Census Tract 613, Boulder County,1635,308,0.188379205,2013
080130613002,15000US080130613002,Block Group 2, Census Tract 613, Boulder County,1843,216,0.117200217,2013
080130614001,15000US080130614001,Block Group 1, Census Tract 614, Boulder County,3879,640,0.164990977,2013
080140300001,15000US080140300001,Block Group 1, Census Tract 300, Broomfield County,1974,634,0.321175279,2013
080140300002,15000US080140300002,Block Group 2, Census Tract 300, Broomfield County,1474,417,0.282903664,2013
080140301001,15000US080140301001,Block Group 1, Census Tract 301, Broomfield County,1313,446,0.339680122,2013
080140301002,15000US080140301002,Block Group 2, Census Tract 301, Broomfield County,909,132,0.145214521,2013
080140302001,15000US080140302001,Block Group 1, Census Tract 302, Broomfield County,1630,521,0.319631902,2013
080140303001,15000US080140303001,Block Group 1, Census Tract 303, Broomfield County,2059,651,0.316172899,2013
080140303002,15000US080140303002,Block Group 2, Census Tract 303, Broomfield County,1749,453,0.259005146,2013
080140304001,15000US080140304001,Block Group 1, Census Tract 304, Broomfield County,1013,187,0.184600197,2013
080140304002,15000US080140304002,Block Group 2, Census Tract 304, Broomfield County,1129,186,0.164747564,2013
080140304003,15000US080140304003,Block Group 3, Census Tract 304, Broomfield County,1324,147,0.11102719,2013
080140305001,15000US080140305001,Block Group 1, Census Tract 305, Broomfield County,868,135,0.155529954,2013
080140305002,15000US080140305002,Block Group 2, Census Tract 305, Broomfield County,1611,152,0.094351335,2013
080140305003,15000US080140305003,Block Group 3, Census Tract 305, Broomfield County,1542,236,0.15304799,2013
080140305004,15000US080140305004,Block Group 4, Census Tract 305, Broomfield County,1195,146,0.122175732,2013
080140306001,15000US080140306001,Block Group 1, Census Tract 306, Broomfield County,1210,369,0.304958678,2013
080140306002,15000US080140306002,Block Group 2, Census Tract 306, Broomfield County,1290,388,0.300775194,2013
080140306003,15000US080140306003,Block Group 3, Census Tract 306, Broomfield County,808,116,0.143564356,2013
080140306004,15000US080140306004,Block Group 4, Census Tract 306, Broomfield County,3514,816,0.232214001,2013
080140307001,15000US080140307001,Block Group 1, Census Tract 307, Broomfield County,2094,461,0.220152818,2013
080140307002,15000US080140307002,Block Group 2, Census Tract 307, Broomfield County,900,136,0.151111111,2013
080140308001,15000US080140308001,Block Group 1, Census Tract 308, Broomfield County,936,188,0.200854701,2013
080140308002,15000US080140308002,Block Group 2, Census Tract 308, Broomfield County,763,221,0.289646134,2013
080140308003,15000US080140308003,Block Group 3, Census Tract 308, Broomfield County,2495,325,0.130260521,2013
080140308004,15000US080140308004,Block Group 4, Census Tract 308, Broomfield County,1540,456,0.296103896,2013
080140309001,15000US080140309001,Block Group 1, Census Tract 309, Broomfield County,2053,260,0.126643936,2013
080140309002,15000US080140309002,Block Group 2, Census Tract 309, Broomfield County,1084,174,0.160516605,2013
080140309003,15000US080140309003,Block Group 3, Census Tract 309, Broomfield County,1185,339,0.286075949,2013
080140309004,15000US080140309004,Block Group 4, Census Tract 309, Broomfield County,1536,127,0.082682292,2013
080140310001,15000US080140310001,Block Group 1, Census Tract 310, Broomfield County,1191,133,0.111670865,2013
080140310002,15000US080140310002,Block Group 2, Census Tract 310, Broomfield County,2128,418,0.196428571,2013
080140310003,15000US080140310003,Block Group 3, Census Tract 310, Broomfield County,1245,207,0.16626506,2013
080140311001,15000US080140311001,Block Group 1, Census Tract 311, Broomfield County,1503,831,0.552894212,2013
080140311002,15000US080140311002,Block Group 2, Census Tract 311, Broomfield County,757,540,0.71334214,2013
080140311003,15000US080140311003,Block Group 3, Census Tract 311, Broomfield County,659,462,0.701062215,2013
080140312001,15000US080140312001,Block Group 1, Census Tract 312, Broomfield County,947,447,0.472016895,2013
080140312002,15000US080140312002,Block Group 2, Census Tract 312, Broomfield County,1990,641,0.322110553,2013
080140312003,15000US080140312003,Block Group 3, Census Tract 312, Broomfield County,856,199,0.232476636,2013
080140313001,15000US080140313001,Block Group 1, Census Tract 313, Broomfield County,1320,208,0.157575758,2013
080140313002,15000US080140313002,Block Group 2, Census Tract 313, Broomfield County,607,98,0.161449753,2013
080140314001,15000US080140314001,Block Group 1, Census Tract 314, Broomfield County,109,80,0.733944954,2013
080140314002,15000US080140314002,Block Group 2, Census Tract 314, Broomfield County,1567,179,0.114231015,2013
080140314003,15000US080140314003,Block Group 3, Census Tract 314, Broomfield County,729,18,0.024691358,2013
080140314004,15000US080140314004,Block Group 4, Census Tract 314, Broomfield County,365,0,0,2013
080149801001,15000US080149801001,Block Group 1, Census Tract 9801, Broomfield County,0,0,0,2013
080149802001,15000US080149802001,Block Group 1, Census Tract 9802, Broomfield County,0,0,0,2013
080149803001,15000US080149803001,Block Group 1, Census Tract 9803, Broomfield County,0,0,0,2013
080150001001,15000US080150001001,Block Group 1, Census Tract 1, Chaffee County,910,253,0.278021978,2013
080150001002,15000US080150001002,Block Group 2, Census Tract 1, Chaffee County,558,137,0.245519713,2013
080150001003,15000US080150001003,Block Group 3, Census Tract 1, Chaffee County,987,160,0.162107396,2013
080150002001,15000US080150002001,Block Group 1, Census Tract 2, Chaffee County,1058,203,0.191871456,2013
080150002002,15000US080150002002,Block Group 2, Census Tract 2, Chaffee County,1852,312,0.168466523,2013
080150002003,15000US080150002003,Block Group 3, Census Tract 2, Chaffee County,1816,347,0.191079295,2013
080150003001,15000US080150003001,Block Group 1, Census Tract 3, Chaffee County,886,92,0.103837472,2013
080150003002,15000US080150003002,Block Group 2, Census Tract 3, Chaffee County,877,0,0,2013
080150003003,15000US080150003003,Block Group 3, Census Tract 3, Chaffee County,1709,414,0.242246928,2013
080150004011,15000US080150004011,Block Group 1, Census Tract 4.01, Chaffee County,737,121,0.164179104,2013
080150004012,15000US080150004012,Block Group 2, Census Tract 4.01, Chaffee County,1095,154,0.140639269,2013
080150004013,15000US080150004013,Block Group 3, Census Tract 4.01, Chaffee County,861,20,0.023228804,2013
080150004014,15000US080150004014,Block Group 4, Census Tract 4.01, Chaffee County,1710,233,0.13625731,2013
080150004021,15000US080150004021,Block Group 1, Census Tract 4.02, Chaffee County,2338,781,0.334046193,2013
080150004022,15000US080150004022,Block Group 2, Census Tract 4.02, Chaffee County,669,79,0.118086697,2013
080179606001,15000US080179606001,Block Group 1, Census Tract 9606, Cheyenne County,994,237,0.238430584,2013
080179606002,15000US080179606002,Block Group 2, Census Tract 9606, Cheyenne County,602,113,0.187707641,2013
080179606003,15000US080179606003,Block Group 3, Census Tract 9606, Cheyenne County,593,97,0.163575042,2013
080190147001,15000US080190147001,Block Group 1, Census Tract 147, Clear Creek County,1517,144,0.094924192,2013
080190147002,15000US080190147002,Block Group 2, Census Tract 147, Clear Creek County,637,92,0.144427002,2013
080190147003,15000US080190147003,Block Group 3, Census Tract 147, Clear Creek County,2875,370,0.128695652,2013
080190148001,15000US080190148001,Block Group 1, Census Tract 148, Clear Creek County,1648,298,0.180825243,2013
080190149001,15000US080190149001,Block Group 1, Census Tract 149, Clear Creek County,1495,348,0.23277592,2013
080190149002,15000US080190149002,Block Group 2, Census Tract 149, Clear Creek County,876,111,0.126712329,2013
080219748001,15000US080219748001,Block Group 1, Census Tract 9748, Conejos County,2245,382,0.170155902,2013
080219748002,15000US080219748002,Block Group 2, Census Tract 9748, Conejos County,1790,323,0.180446927,2013
080219749001,15000US080219749001,Block Group 1, Census Tract 9749, Conejos County,1005,190,0.189054726,2013
080219749002,15000US080219749002,Block Group 2, Census Tract 9749, Conejos County,1471,294,0.199864038,2013
080219749003,15000US080219749003,Block Group 3, Census Tract 9749, Conejos County,780,130,0.166666667,2013
080219749004,15000US080219749004,Block Group 4, Census Tract 9749, Conejos County,965,218,0.225906736,2013
080239726001,15000US080239726001,Block Group 1, Census Tract 9726, Costilla County,909,170,0.187018702,2013
080239726002,15000US080239726002,Block Group 2, Census Tract 9726, Costilla County,1067,178,0.166822868,2013
080239727001,15000US080239727001,Block Group 1, Census Tract 9727, Costilla County,694,112,0.161383285,2013
080239727002,15000US080239727002,Block Group 2, Census Tract 9727, Costilla County,882,9,0.010204082,2013
080259696001,15000US080259696001,Block Group 1, Census Tract 9696, Crowley County,1583,535,0.337965888,2013
080259696002,15000US080259696002,Block Group 2, Census Tract 9696, Crowley County,989,333,0.336703741,2013
080259696003,15000US080259696003,Block Group 3, Census Tract 9696, Crowley County,1629,590,0.36218539,2013
080259696004,15000US080259696004,Block Group 4, Census Tract 9696, Crowley County,1428,336,0.235294118,2013
080279701001,15000US080279701001,Block Group 1, Census Tract 9701, Custer County,844,42,0.049763033,2013
